owner,name,full_name,html_url,language,stars,forks,open_issues,size_kb,has_wiki,has_pages,has_readme,has_docker,has_cicd,has_tests,repo_age_days,days_since_last_update,quality_label,quality_score,improvement_suggestions
hotosm,chatmap,hotosm/chatmap,https://github.com/hotosm/chatmap,JavaScript,47,9,24,6413,1,0,1,0,1,0,616,0,Beginner,43,"Add unit/integration tests, Add Docker support"
microlinkhq,www,microlinkhq/www,https://github.com/microlinkhq/www,JavaScript,142,31,11,79461,1,0,1,0,1,1,3296,0,Intermediate,65,Add Docker support
N1CNmod,narrowone-mod,N1CNmod/narrowone-mod,https://github.com/N1CNmod/narrowone-mod,JavaScript,13,3,0,480,1,0,1,0,0,0,579,0,Beginner,22,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
a-bai-2026,codex-work-receipt,a-bai-2026/codex-work-receipt,https://github.com/a-bai-2026/codex-work-receipt,JavaScript,14,0,0,5305,0,0,1,0,1,1,5,0,Intermediate,47,Add Docker support
datacontract,datacontract-cli,datacontract/datacontract-cli,https://github.com/datacontract/datacontract-cli,JavaScript,958,252,44,11453,0,1,1,1,1,1,1095,0,Intermediate,88,Great job! Keep it up.
BND-1,horseMD,BND-1/horseMD,https://github.com/BND-1/horseMD,JavaScript,284,23,12,19917,0,0,1,0,1,0,49,0,Beginner,51,"Add unit/integration tests, Add Docker support"
theforeman,npm2rpm,theforeman/npm2rpm,https://github.com/theforeman/npm2rpm,JavaScript,14,16,11,157,0,0,1,0,1,1,3660,0,Intermediate,57,Add Docker support
temporalio,documentation,temporalio/documentation,https://github.com/temporalio/documentation,JavaScript,166,323,38,783533,1,0,1,0,1,1,2287,0,Production Ready,74,Add Docker support
wahaha303,ICCPlus,wahaha303/ICCPlus,https://github.com/wahaha303/ICCPlus,JavaScript,18,8,4,60281,0,0,1,0,0,0,760,0,Beginner,25,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
btholt,vibe-coding-and-beyond-bootcamp,btholt/vibe-coding-and-beyond-bootcamp,https://github.com/btholt/vibe-coding-and-beyond-bootcamp,JavaScript,12,2,0,3685,1,1,1,0,1,0,53,0,Beginner,35,"Add unit/integration tests, Add Docker support"
zooniverse,front-end-monorepo,zooniverse/front-end-monorepo,https://github.com/zooniverse/front-end-monorepo,JavaScript,111,29,330,58129,1,1,1,1,1,0,3020,0,Intermediate,59,Add unit/integration tests
mwakidenis,gmart-supermarket,mwakidenis/gmart-supermarket,https://github.com/mwakidenis/gmart-supermarket,JavaScript,57,0,1,3618,1,0,1,1,1,0,142,0,Intermediate,46,Add unit/integration tests
playcanvas,engine,playcanvas/engine,https://github.com/playcanvas/engine,JavaScript,16304,1939,542,630592,0,0,1,0,1,1,4455,0,Production Ready,93,Add Docker support
Waremderme,GateSentinel-C2-RemoteTool,Waremderme/GateSentinel-C2-RemoteTool,https://github.com/Waremderme/GateSentinel-C2-RemoteTool,JavaScript,20,7,0,1555,0,0,1,0,1,0,183,0,Beginner,40,"Add unit/integration tests, Add Docker support"
CKGrafico,opencode-onboard,CKGrafico/opencode-onboard,https://github.com/CKGrafico/opencode-onboard,JavaScript,28,4,1,2377,0,1,1,0,1,0,83,0,Beginner,39,"Add unit/integration tests, Add Docker support"
open-xml-templating,docxtemplater,open-xml-templating/docxtemplater,https://github.com/open-xml-templating/docxtemplater,JavaScript,3607,383,6,40274,0,0,1,0,0,1,4816,0,Production Ready,68,"Set up CI/CD workflows, Add Docker support"
allenheltondev,gopher-holes-unlimited,allenheltondev/gopher-holes-unlimited,https://github.com/allenheltondev/gopher-holes-unlimited,JavaScript,61,17,0,970,1,0,1,0,1,1,2148,0,Intermediate,61,Add Docker support
jiunbae,agent-skills,jiunbae/agent-skills,https://github.com/jiunbae/agent-skills,JavaScript,11,1,0,2305,1,0,1,0,1,0,242,0,Beginner,34,"Add unit/integration tests, Add Docker support"
atrislabs,atris,atrislabs/atris,https://github.com/atrislabs/atris,JavaScript,67,3,4,23110,1,0,1,0,1,1,275,0,Intermediate,56,Add Docker support
vercel,next.js,vercel/next.js,https://github.com/vercel/next.js,JavaScript,141087,31492,4248,2513487,0,0,1,0,1,1,3577,0,Production Ready,100,Add Docker support
ayo-run,wcb,ayo-run/wcb,https://github.com/ayo-run/wcb,JavaScript,81,2,2,2885,0,0,1,0,1,1,1032,0,Intermediate,55,Add Docker support
Planning-Inspectorate,appeal-planning-decision,Planning-Inspectorate/appeal-planning-decision,https://github.com/Planning-Inspectorate/appeal-planning-decision,JavaScript,12,6,15,117469,1,1,1,1,1,1,2110,0,Intermediate,63,Great job! Keep it up.
goatandsheep,react-native-dotenv,goatandsheep/react-native-dotenv,https://github.com/goatandsheep/react-native-dotenv,JavaScript,857,52,15,1501,1,0,1,0,1,1,2206,0,Intermediate,72,Add Docker support
YingyiDai,bambu-buddy,YingyiDai/bambu-buddy,https://github.com/YingyiDai/bambu-buddy,JavaScript,18,3,2,43096,1,0,1,0,1,1,30,0,Intermediate,52,Add Docker support
mwakidenis,JAMII-LOAN,mwakidenis/JAMII-LOAN,https://github.com/mwakidenis/JAMII-LOAN,JavaScript,29,3,1,1574,0,0,1,0,1,0,195,0,Beginner,39,"Add unit/integration tests, Add Docker support"
PrashantDhuri08,lanview-cli,PrashantDhuri08/lanview-cli,https://github.com/PrashantDhuri08/lanview-cli,JavaScript,20,1,0,31,1,0,1,0,0,0,13,0,Beginner,20,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
prgmitchell,MIDIMaster,prgmitchell/MIDIMaster,https://github.com/prgmitchell/MIDIMaster,JavaScript,20,2,1,8037,0,0,1,0,1,0,162,0,Beginner,37,"Add unit/integration tests, Add Docker support"
rsksmart,rsk-explorer-api,rsksmart/rsk-explorer-api,https://github.com/rsksmart/rsk-explorer-api,JavaScript,14,21,25,61191,1,0,1,1,1,1,3002,0,Intermediate,68,Great job! Keep it up.
emuflight,EmuConfigurator,emuflight/EmuConfigurator,https://github.com/emuflight/EmuConfigurator,JavaScript,152,25,27,64880,1,0,1,0,1,1,2515,0,Intermediate,65,Add Docker support
dusan-maintains,oss-maintenance-log,dusan-maintains/oss-maintenance-log,https://github.com/dusan-maintains/oss-maintenance-log,JavaScript,12,1,5,4316,1,1,1,0,1,1,146,0,Intermediate,49,Add Docker support
ragestudio,comty,ragestudio/comty,https://github.com/ragestudio/comty,JavaScript,35,12,35,34678,1,0,1,0,1,0,2270,0,Beginner,43,"Add unit/integration tests, Add Docker support"
SAP-cloud-infrastructure,elektra,SAP-cloud-infrastructure/elektra,https://github.com/SAP-cloud-infrastructure/elektra,JavaScript,81,31,73,83685,1,0,1,0,1,1,3872,0,Intermediate,64,Add Docker support
gandazgul,runwield,gandazgul/runwield,https://github.com/gandazgul/runwield,JavaScript,11,1,0,16283,0,0,1,0,1,0,88,0,Beginner,34,"Add unit/integration tests, Add Docker support"
Imbad0202,critical-thinking-for-humans,Imbad0202/critical-thinking-for-humans,https://github.com/Imbad0202/critical-thinking-for-humans,JavaScript,22,1,9,13898,0,0,1,0,1,0,40,0,Beginner,35,"Add unit/integration tests, Add Docker support"
weponusa,teachany-courseware,weponusa/teachany-courseware,https://github.com/weponusa/teachany-courseware,JavaScript,12,4,56,3728316,1,1,1,0,1,0,75,0,Beginner,37,"Add unit/integration tests, Add Docker support"
ctron,openshift-update-graph,ctron/openshift-update-graph,https://github.com/ctron/openshift-update-graph,JavaScript,25,17,0,421857,0,1,1,0,1,0,2199,0,Beginner,44,"Add unit/integration tests, Add Docker support"
WordPress,gutenberg,WordPress/gutenberg,https://github.com/WordPress/gutenberg,JavaScript,11737,4857,8163,1092717,0,1,1,0,1,1,3456,0,Production Ready,95,Add Docker support
peerigon,angular-expressions,peerigon/angular-expressions,https://github.com/peerigon/angular-expressions,JavaScript,100,24,3,1285,1,0,1,0,1,1,4516,0,Intermediate,64,Add Docker support
mishanaer,deslop,mishanaer/deslop,https://github.com/mishanaer/deslop,JavaScript,12,1,0,4187,0,0,1,0,0,0,9,0,Beginner,19,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
duolicious,duolicious,duolicious/duolicious,https://github.com/duolicious/duolicious,JavaScript,173,55,205,450314,0,0,1,1,1,0,1154,0,Production Ready,63,Add unit/integration tests
mikemccand,luceneutil,mikemccand/luceneutil,https://github.com/mikemccand/luceneutil,JavaScript,226,150,214,134271,1,1,1,0,1,0,4028,0,Production Ready,57,"Add unit/integration tests, Add Docker support"
makeplane,developer-docs,makeplane/developer-docs,https://github.com/makeplane/developer-docs,JavaScript,16,16,14,172253,1,0,1,0,1,0,666,0,Beginner,42,"Add unit/integration tests, Add Docker support"
B4BREAON,OTP-Bot-One-Time-Password-Verification-Bank-Paypal-Bypass-2FA,B4BREAON/OTP-Bot-One-Time-Password-Verification-Bank-Paypal-Bypass-2FA,https://github.com/B4BREAON/OTP-Bot-One-Time-Password-Verification-Bank-Paypal-Bypass-2FA,JavaScript,13,2,0,991,0,0,1,0,1,0,105,0,Beginner,36,"Add unit/integration tests, Add Docker support"
Phineas1500,Onhand,Phineas1500/Onhand,https://github.com/Phineas1500/Onhand,JavaScript,24,1,0,37478,1,0,1,0,1,0,116,0,Beginner,36,"Add unit/integration tests, Add Docker support"
flox,install-flox-action,flox/install-flox-action,https://github.com/flox/install-flox-action,JavaScript,13,5,8,2397,0,0,1,0,1,0,1415,0,Beginner,38,"Add unit/integration tests, Add Docker support"
Sudo-Ali-Dev,Rankistan,Sudo-Ali-Dev/Rankistan,https://github.com/Sudo-Ali-Dev/Rankistan,JavaScript,141,12,17,141218,1,1,1,0,1,0,125,0,Beginner,47,"Add unit/integration tests, Add Docker support"
MochengCK,LinkCore-Download-Manager,MochengCK/LinkCore-Download-Manager,https://github.com/MochengCK/LinkCore-Download-Manager,JavaScript,25,4,2,224588,0,0,1,0,1,0,226,0,Beginner,39,"Add unit/integration tests, Add Docker support"
jzellis,kowloon,jzellis/kowloon,https://github.com/jzellis/kowloon,JavaScript,33,6,11,73843,1,1,1,1,1,1,1134,0,Intermediate,66,Great job! Keep it up.
chao921125,document,chao921125/document,https://github.com/chao921125/document,JavaScript,11,1,0,44173,1,0,1,0,0,0,984,0,Beginner,19,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
adminouyang,231006,adminouyang/231006,https://github.com/adminouyang/231006,JavaScript,240,70,2,386259,1,0,1,0,1,0,1021,0,Beginner,55,"Add unit/integration tests, Add Docker support"
primer,react-template,primer/react-template,https://github.com/primer/react-template,JavaScript,49,23,4,4671,0,1,1,0,1,0,1771,0,Beginner,46,"Add unit/integration tests, Add Docker support"
huilang-me,CF-Server-Monitor,huilang-me/CF-Server-Monitor,https://github.com/huilang-me/CF-Server-Monitor,JavaScript,910,680,1,3391,1,1,1,0,1,1,58,0,Intermediate,81,Add Docker support
openclaw,clownfish,openclaw/clownfish,https://github.com/openclaw/clownfish,JavaScript,58,17,2,81967,0,0,1,0,1,1,89,0,Intermediate,61,Add Docker support
discourse,DiscourseMobile,discourse/DiscourseMobile,https://github.com/discourse/DiscourseMobile,JavaScript,291,66,20,250961,0,0,1,0,1,1,3634,0,Production Ready,70,Add Docker support
voc0der,ytdl-material,voc0der/ytdl-material,https://github.com/voc0der/ytdl-material,JavaScript,34,6,4,202626,1,0,1,1,1,0,138,0,Intermediate,51,Add unit/integration tests
scripting,rss.chat,scripting/rss.chat,https://github.com/scripting/rss.chat,JavaScript,25,6,10,1116,1,0,1,0,0,0,11,0,Beginner,25,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
neomjs,neo,neomjs/neo,https://github.com/neomjs/neo,JavaScript,3243,223,233,4845448,1,0,1,0,1,1,2446,0,Production Ready,81,Add Docker support
osmandapp,OsmAnd-resources,osmandapp/OsmAnd-resources,https://github.com/osmandapp/OsmAnd-resources,JavaScript,163,388,31,736527,1,0,1,0,1,0,4784,0,Production Ready,60,"Add unit/integration tests, Add Docker support"
Kaggle,kaggle-environments,Kaggle/kaggle-environments,https://github.com/Kaggle/kaggle-environments,JavaScript,433,185,77,512440,0,0,1,0,1,1,2409,0,Production Ready,75,Add Docker support
openforis,collect-earth-online,openforis/collect-earth-online,https://github.com/openforis/collect-earth-online,JavaScript,58,20,4,203363,1,0,1,0,1,1,3529,0,Intermediate,61,Add Docker support
svierk,salesforce-devops-starter-kit,svierk/salesforce-devops-starter-kit,https://github.com/svierk/salesforce-devops-starter-kit,JavaScript,30,5,0,1968,1,1,1,0,1,0,17,0,Beginner,40,"Add unit/integration tests, Add Docker support"
Krutsch,html-bundle,Krutsch/html-bundle,https://github.com/Krutsch/html-bundle,JavaScript,13,2,0,15436,1,0,1,0,0,1,2031,0,Beginner,36,"Set up CI/CD workflows, Add Docker support"
cdmtn,CodeMotion,cdmtn/CodeMotion,https://github.com/cdmtn/CodeMotion,JavaScript,65,9,12,46570,1,0,1,0,1,1,71,0,Intermediate,59,Add Docker support
GSA,touchpoints,GSA/touchpoints,https://github.com/GSA/touchpoints,JavaScript,65,37,52,21070,1,0,1,1,1,1,2862,0,Intermediate,74,Great job! Keep it up.
angular,dev-infra,angular/dev-infra,https://github.com/angular/dev-infra,JavaScript,76,79,47,538700,0,0,1,0,1,0,2584,0,Beginner,52,"Add unit/integration tests, Add Docker support"
open-gsd,gsd-core,open-gsd/gsd-core,https://github.com/open-gsd/gsd-core,JavaScript,7088,482,85,42211,1,0,1,0,1,1,62,0,Production Ready,86,Add Docker support
the-codegen-project,cli,the-codegen-project/cli,https://github.com/the-codegen-project/cli,JavaScript,35,3,10,104968,0,0,1,0,1,1,828,0,Intermediate,54,Add Docker support
CodeCabin,wp-google-maps,CodeCabin/wp-google-maps,https://github.com/CodeCabin/wp-google-maps,JavaScript,18,12,0,35944,1,0,1,0,0,0,3846,0,Beginner,27,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
dokieli,dokieli,dokieli/dokieli,https://github.com/dokieli/dokieli,JavaScript,889,102,224,34624,1,0,1,0,1,1,4834,0,Production Ready,75,Add Docker support
Jagusti,fvtt-wfrp4e-gmtoolkit,Jagusti/fvtt-wfrp4e-gmtoolkit,https://github.com/Jagusti/fvtt-wfrp4e-gmtoolkit,JavaScript,16,15,8,1146,1,0,1,0,1,0,2280,0,Beginner,42,"Add unit/integration tests, Add Docker support"
erosTeam,NextE,erosTeam/NextE,https://github.com/erosTeam/NextE,JavaScript,26,0,0,37216,1,0,1,0,1,0,37,0,Beginner,33,"Add unit/integration tests, Add Docker support"
jundy779,Auto_Order_BOT,jundy779/Auto_Order_BOT,https://github.com/jundy779/Auto_Order_BOT,JavaScript,37,2,0,2132,1,0,1,0,1,1,240,0,Intermediate,53,Add Docker support
operaton,web-apps,operaton/web-apps,https://github.com/operaton/web-apps,JavaScript,23,14,23,4497,0,0,1,1,0,1,589,0,Intermediate,53,Set up CI/CD workflows
Smith-106,LD-Notion,Smith-106/LD-Notion,https://github.com/Smith-106/LD-Notion,JavaScript,15,3,0,5237,1,1,1,0,1,1,165,0,Intermediate,52,Add Docker support
l2fprod,mycatalog,l2fprod/mycatalog,https://github.com/l2fprod/mycatalog,JavaScript,14,5,3,863909,1,1,1,0,1,0,3671,0,Beginner,38,"Add unit/integration tests, Add Docker support"
nicechunk,game,nicechunk/game,https://github.com/nicechunk/game,JavaScript,214,1,0,1680,0,0,1,0,0,0,3,0,Beginner,27,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
suryaelidanto,umkmcepat,suryaelidanto/umkmcepat,https://github.com/suryaelidanto/umkmcepat,JavaScript,24,5,1,5455,0,0,1,1,1,1,457,0,Intermediate,65,Great job! Keep it up.
Fei-Away,Codex-Dream-Skin,Fei-Away/Codex-Dream-Skin,https://github.com/Fei-Away/Codex-Dream-Skin,JavaScript,12026,1205,41,22021,1,0,1,0,1,0,8,0,Production Ready,75,"Add unit/integration tests, Add Docker support"
celbridge-org,celbridge,celbridge-org/celbridge,https://github.com/celbridge-org/celbridge,JavaScript,14,3,50,55151,0,0,1,0,1,0,1017,0,Beginner,37,"Add unit/integration tests, Add Docker support"
IrosTheBeggar,mStream,IrosTheBeggar/mStream,https://github.com/IrosTheBeggar/mStream,JavaScript,2357,203,93,698945,1,1,1,0,1,1,3882,0,Production Ready,80,Add Docker support
trailheadapps,lwc-recipes,trailheadapps/lwc-recipes,https://github.com/trailheadapps/lwc-recipes,JavaScript,2874,3249,9,6330,0,0,1,0,1,1,2779,0,Production Ready,90,Add Docker support
trailheadapps,lwc-recipes-oss,trailheadapps/lwc-recipes-oss,https://github.com/trailheadapps/lwc-recipes-oss,JavaScript,350,266,11,9179,0,0,1,0,1,1,2611,0,Intermediate,75,Add Docker support
jiaoyingxing,resojot,jiaoyingxing/resojot,https://github.com/jiaoyingxing/resojot,JavaScript,33,0,0,11731,1,0,1,0,0,0,109,0,Beginner,19,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
sggc,SDU-IPTV-PRO,sggc/SDU-IPTV-PRO,https://github.com/sggc/SDU-IPTV-PRO,JavaScript,62,27,1,287379,1,0,1,0,1,0,231,0,Beginner,48,"Add unit/integration tests, Add Docker support"
dhis2,dashboard-app,dhis2/dashboard-app,https://github.com/dhis2/dashboard-app,JavaScript,45,44,14,54514,0,0,1,0,1,0,3369,0,Beginner,48,"Add unit/integration tests, Add Docker support"
lieying8,sync,lieying8/sync,https://github.com/lieying8/sync,JavaScript,133,5,1,45726,1,0,1,0,1,0,1964,0,Beginner,44,"Add unit/integration tests, Add Docker support"
vercel-labs,agent-skills,vercel-labs/agent-skills,https://github.com/vercel-labs/agent-skills,JavaScript,29395,2640,161,11415,1,0,1,0,1,0,226,0,Production Ready,81,"Add unit/integration tests, Add Docker support"
prismicio,prismic-toolbar,prismicio/prismic-toolbar,https://github.com/prismicio/prismic-toolbar,JavaScript,12,18,32,8981,1,0,1,0,0,0,3668,0,Beginner,27,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
DataDog,documentation,DataDog/documentation,https://github.com/DataDog/documentation,JavaScript,611,1317,859,7573178,1,0,1,0,1,1,5336,0,Production Ready,83,Add Docker support
adamlui,js-utils,adamlui/js-utils,https://github.com/adamlui/js-utils,JavaScript,20,4,4,244199,0,0,0,0,1,0,1155,0,Beginner,29,"Add a README file, Add unit/integration tests, Add Docker support"
webbrain-one,webbrain,webbrain-one/webbrain,https://github.com/webbrain-one/webbrain,JavaScript,453,56,19,601942,1,0,1,0,1,1,108,0,Intermediate,71,Add Docker support
andreszs,ComfyUI-OpenPose-Studio,andreszs/ComfyUI-OpenPose-Studio,https://github.com/andreszs/ComfyUI-OpenPose-Studio,JavaScript,76,8,8,13789,1,0,0,0,1,1,124,0,Beginner,49,"Add a README file, Add Docker support"
mywwzh,oicpp,mywwzh/oicpp,https://github.com/mywwzh/oicpp,JavaScript,162,16,8,4537,1,0,1,0,1,0,347,0,Beginner,48,"Add unit/integration tests, Add Docker support"
longbill,node-phpfpm,longbill/node-phpfpm,https://github.com/longbill/node-phpfpm,JavaScript,52,13,2,14,1,0,1,0,0,1,3859,0,Beginner,45,"Set up CI/CD workflows, Add Docker support"
vatesfr,xen-orchestra,vatesfr/xen-orchestra,https://github.com/vatesfr/xen-orchestra,JavaScript,978,312,464,107215,1,0,1,0,1,0,4913,0,Production Ready,64,"Add unit/integration tests, Add Docker support"
spaceraccoon,vulnerability-spoiler-alert,spaceraccoon/vulnerability-spoiler-alert,https://github.com/spaceraccoon/vulnerability-spoiler-alert,JavaScript,145,25,310,1160,0,1,1,0,1,0,163,0,Beginner,50,"Add unit/integration tests, Add Docker support"
HypixelDatabase,HypixelTracking,HypixelDatabase/HypixelTracking,https://github.com/HypixelDatabase/HypixelTracking,JavaScript,51,6,3,48050,1,0,1,0,1,0,2340,0,Beginner,42,"Add unit/integration tests, Add Docker support"
peterrichards-lr,liferay-fragments,peterrichards-lr/liferay-fragments,https://github.com/peterrichards-lr/liferay-fragments,JavaScript,14,9,4,460208,1,1,1,0,1,0,1722,0,Beginner,40,"Add unit/integration tests, Add Docker support"
reportportal,service-ui,reportportal/service-ui,https://github.com/reportportal/service-ui,JavaScript,68,121,41,96268,1,0,1,1,1,0,3599,0,Intermediate,63,Add unit/integration tests
AdguardTeam,AdGuardFiltersStats,AdguardTeam/AdGuardFiltersStats,https://github.com/AdguardTeam/AdGuardFiltersStats,JavaScript,19,6,2,1003905,0,0,1,0,1,1,1313,0,Intermediate,55,Add Docker support
NextCommunity,NextCommunity.github.io,NextCommunity/NextCommunity.github.io,https://github.com/NextCommunity/NextCommunity.github.io,JavaScript,66,73,27,24304,1,1,1,0,1,0,1866,0,Beginner,51,"Add unit/integration tests, Add Docker support"
usmannasir,cyberpanel,usmannasir/cyberpanel,https://github.com/usmannasir/cyberpanel,JavaScript,1996,719,401,486644,1,0,1,0,1,1,3194,0,Production Ready,84,Add Docker support
lyu0805,OpenBrowser,lyu0805/OpenBrowser,https://github.com/lyu0805/OpenBrowser,JavaScript,264,60,1,11722,1,0,1,0,1,0,4,0,Beginner,54,"Add unit/integration tests, Add Docker support"
